grainID,varietyNumber,microplotID,year,month,day,timestamp,filename
13746,1,x73y14,2021,10,23,151510,grain13746_var1-x73y14_7000_us_2x_2021-10-23T151510_corr.npz
4291,8,x32y23,2020,12,02,160721,grain4291_x32y23-var8_8000_us_2x_2020-12-02T160721_corr.npz
24380,7,x82y19,2021,10,19,153944,grain24380_var7-x82y19_7000_us_2x_2021-10-19T153944_corr.npz
9158,6,x41y23,2020,12,02,133442,grain9158_x41y23-var6_8000_us_2x_2020-12-02T133442_corr.npz
8435,6,x40y20,2020,12,02,135308,grain8435_x40y20-var6_8000_us_2x_2020-12-02T135308_corr.npz
6334,2,x35y19,2020,12,01,152347,grain6334_x35y19-var2_11000_us_2x_2020-12-01T152347_corr.npz
14296,1,x73y14,2021,10,23,151946,grain14296_var1-x73y14_7000_us_2x_2021-10-23T151946_corr.npz
20058,4,x82y12,2021,10,19,113637,grain20058_var4-x82y12_7000_us_2x_2021-10-19T113637_corr.npz
16937,2,x76y12,2021,10,19,160517,grain16937_var2-x76y12_7000_us_2x_2021-10-19T160517_corr.npz
1436,5,x28y22,2020,12,02,125824,grain1436_x28y22-var5_11000_us_2x_2020-12-02T125824_corr.npz
23818,7,x72y15,2021,10,23,144537,grain23818_var7-x72y15_7000_us_2x_2021-10-23T144537_corr.npz
8770,6,x41y23,2020,12,02,132655,grain8770_x41y23-var6_8000_us_2x_2020-12-02T132655_corr.npz
4795,1,x33y24,2020,12,02,100349,grain4795_x33y24-var1_11000_us_2x_2020-12-02T100349_corr.npz
14898,1,x75y20,2021,10,19,161501,grain14898_var1-x75y20_7000_us_2x_2021-10-19T161501_corr.npz
18733,3,x81y18,2021,10,23,150502,grain18733_var3-x81y18_7000_us_2x_2021-10-23T150502_corr.npz
13316,7,x45y24,2020,12,02,141746,grain13316_x45y24-var7_8000_us_2x_2020-12-02T141746_corr.npz
20124,4,x82y12,2021,10,19,113637,grain20124_var4-x82y12_7000_us_2x_2021-10-19T113637_corr.npz
10928,3,x43y22,2020,12,02,103534,grain10928_x43y22-var3_11000_us_2x_2020-12-02T103534_corr.npz
18033,3,x81y18,2021,10,23,150015,grain18033_var3-x81y18_7000_us_2x_2021-10-23T150015_corr.npz
12566,4,x45y19,2020,12,02,111915,grain12566_x45y19-var4_11000_us_2x_2020-12-02T111915_corr.npz
2478,2,x31y24,2020,12,01,153702,grain2478_x31y24-var2_11000_us_2x_2020-12-01T153702_corr.npz
25350,8,x74y17,2021,10,23,150844,grain25350_var8-x74y17_7000_us_2x_2021-10-23T150844_corr.npz
6587,2,x35y19,2020,12,01,152752,grain6587_x35y19-var2_11000_us_2x_2020-12-01T152752_corr.npz
22854,6,x80y20,2021,10,19,150540,grain22854_var6-x80y20_7000_us_2x_2021-10-19T150540_corr.npz
21005,5,x72y18,2021,10,20,110813,grain21005_var5-x72y18_7000_us_2x_2021-10-20T110813_corr.npz
16623,2,x76y12,2021,10,19,160139,grain16623_var2-x76y12_7000_us_2x_2021-10-19T160139_corr.npz
317,7,x28y21,2020,12,02,140148,grain317_x28y21-var7_8000_us_2x_2020-12-02T140148_corr.npz
14480,1,x75y20,2021,10,19,160916,grain14480_var1-x75y20_7000_us_2x_2021-10-19T160916_corr.npz
902,5,x28y22,2020,12,02,124923,grain902_x28y22-var5_11000_us_2x_2020-12-02T124923_corr.npz
13120,7,x45y24,2020,12,02,141444,grain13120_x45y24-var7_8000_us_2x_2020-12-02T141444_corr.npz
23044,6,x80y20,2021,10,19,150717,grain23044_var6-x80y20_7000_us_2x_2021-10-19T150717_corr.npz
26360,8,x75y12,2021,10,20,113415,grain26360_var8-x75y12_7000_us_2x_2021-10-20T113415_corr.npz
14283,1,x73y14,2021,10,23,151816,grain14283_var1-x73y14_7000_us_2x_2021-10-23T151816_corr.npz
22928,6,x80y20,2021,10,19,150540,grain22928_var6-x80y20_7000_us_2x_2021-10-19T150540_corr.npz
8105,6,x40y20,2020,12,02,134539,grain8105_x40y20-var6_8000_us_2x_2020-12-02T134539_corr.npz
19719,4,x82y12,2021,10,19,113303,grain19719_var4-x82y12_7000_us_2x_2021-10-19T113303_corr.npz
26185,8,x75y12,2021,10,20,111433,grain26185_var8-x75y12_7000_us_2x_2021-10-20T111433_corr.npz
21848,5,x78y11,2021,10,19,111711,grain21848_var5-x78y11_7000_us_2x_2021-10-19T111711_corr.npz
24181,7,x72y15,2021,10,23,144832,grain24181_var7-x72y15_7000_us_2x_2021-10-23T144832_corr.npz
2892,2,x31y24,2020,12,01,154301,grain2892_x31y24-var2_11000_us_2x_2020-12-01T154301_corr.npz
21679,5,x78y11,2021,10,19,111536,grain21679_var5-x78y11_7000_us_2x_2021-10-19T111536_corr.npz
24667,7,x82y19,2021,10,19,154259,grain24667_var7-x82y19_7000_us_2x_2021-10-19T154259_corr.npz
25447,8,x74y17,2021,10,23,151021,grain25447_var8-x74y17_7000_us_2x_2021-10-23T151021_corr.npz
1699,1,x30y21,2020,12,02,101341,grain1699_x30y21-var1_11000_us_2x_2020-12-02T101341_corr.npz
19531,4,x80y16,2021,10,19,152700,grain19531_var4-x80y16_7000_us_2x_2021-10-19T152700_corr.npz
21934,5,x78y11,2021,10,19,111711,grain21934_var5-x78y11_7000_us_2x_2021-10-19T111711_corr.npz
8079,6,x40y20,2020,12,02,134539,grain8079_x40y20-var6_8000_us_2x_2020-12-02T134539_corr.npz
19665,4,x82y12,2021,10,19,113303,grain19665_var4-x82y12_7000_us_2x_2021-10-19T113303_corr.npz
5777,8,x34y21,2020,12,02,161007,grain5777_x34y21-var8_8000_us_2x_2020-12-02T161007_corr.npz
3121,2,x31y24,2020,12,01,154659,grain3121_x31y24-var2_11000_us_2x_2020-12-01T154659_corr.npz
21705,5,x78y11,2021,10,19,111536,grain21705_var5-x78y11_7000_us_2x_2021-10-19T111536_corr.npz
5085,1,x33y24,2020,12,02,100925,grain5085_x33y24-var1_11000_us_2x_2020-12-02T100925_corr.npz
695,7,x28y21,2020,12,02,140652,grain695_x28y21-var7_8000_us_2x_2020-12-02T140652_corr.npz
5832,8,x34y21,2020,12,02,161007,grain5832_x34y21-var8_8000_us_2x_2020-12-02T161007_corr.npz
26794,8,x75y12,2021,10,20,113607,grain26794_var8-x75y12_7000_us_2x_2021-10-20T113607_corr.npz
9450,4,x42y22,2020,12,02,112418,grain9450_x42y22-var4_11000_us_2x_2020-12-02T112418_corr.npz
1795,1,x30y21,2020,12,02,101341,grain1795_x30y21-var1_11000_us_2x_2020-12-02T101341_corr.npz
8862,6,x41y23,2020,12,02,133038,grain8862_x41y23-var6_8000_us_2x_2020-12-02T133038_corr.npz
9612,4,x42y22,2020,12,02,112844,grain9612_x42y22-var4_11000_us_2x_2020-12-02T112844_corr.npz
6032,2,x35y19,2020,12,01,152108,grain6032_x35y19-var2_11000_us_2x_2020-12-01T152108_corr.npz
2134,1,x30y21,2020,12,02,102357,grain2134_x30y21-var1_11000_us_2x_2020-12-02T102357_corr.npz
22117,6,x79y13,2021,10,19,153133,grain22117_var6-x79y13_7000_us_2x_2021-10-19T153133_corr.npz
5630,8,x34y21,2020,12,02,142833,grain5630_x34y21-var8_8000_us_2x_2020-12-02T142833_corr.npz
7586,5,x39y20,2020,12,02,132032,grain7586_x39y20-var5_8000_us_2x_2020-12-02T132032_corr.npz
19101,4,x80y16,2021,10,19,152328,grain19101_var4-x80y16_7000_us_2x_2021-10-19T152328_corr.npz
15277,1,x75y20,2021,10,19,161703,grain15277_var1-x75y20_7000_us_2x_2021-10-19T161703_corr.npz
1349,5,x28y22,2020,12,02,125824,grain1349_x28y22-var5_11000_us_2x_2020-12-02T125824_corr.npz
25024,7,x82y19,2021,10,19,154428,grain25024_var7-x82y19_7000_us_2x_2021-10-19T154428_corr.npz
15946,2,x73y16,2021,10,19,155432,grain15946_var2-x73y16_7000_us_2x_2021-10-19T155432_corr.npz
2574,2,x31y24,2020,12,01,153702,grain2574_x31y24-var2_11000_us_2x_2020-12-01T153702_corr.npz
18407,3,x81y18,2021,10,23,150202,grain18407_var3-x81y18_7000_us_2x_2021-10-23T150202_corr.npz
20944,5,x72y18,2021,10,20,110813,grain20944_var5-x72y18_7000_us_2x_2021-10-20T110813_corr.npz
11178,3,x44y21,2020,12,02,104158,grain11178_x44y21-var3_11000_us_2x_2020-12-02T104158_corr.npz
8879,6,x41y23,2020,12,02,133038,grain8879_x41y23-var6_8000_us_2x_2020-12-02T133038_corr.npz
21716,5,x78y11,2021,10,19,111711,grain21716_var5-x78y11_7000_us_2x_2021-10-19T111711_corr.npz
12398,4,x45y19,2020,12,02,111648,grain12398_x45y19-var4_11000_us_2x_2020-12-02T111648_corr.npz
8905,6,x41y23,2020,12,02,133038,grain8905_x41y23-var6_8000_us_2x_2020-12-02T133038_corr.npz
2288,1,x30y21,2020,12,02,102357,grain2288_x30y21-var1_11000_us_2x_2020-12-02T102357_corr.npz
22070,6,x79y13,2021,10,19,153133,grain22070_var6-x79y13_7000_us_2x_2021-10-19T153133_corr.npz
5829,8,x34y21,2020,12,02,161007,grain5829_x34y21-var8_8000_us_2x_2020-12-02T161007_corr.npz
19066,4,x80y16,2021,10,19,152328,grain19066_var4-x80y16_7000_us_2x_2021-10-19T152328_corr.npz
4938,1,x33y24,2020,12,02,100649,grain4938_x33y24-var1_11000_us_2x_2020-12-02T100649_corr.npz
6925,2,x35y19,2020,12,01,153126,grain6925_x35y19-var2_11000_us_2x_2020-12-01T153126_corr.npz
15310,1,x75y20,2021,10,19,161703,grain15310_var1-x75y20_7000_us_2x_2021-10-19T161703_corr.npz
4640,1,x33y24,2020,12,02,100349,grain4640_x33y24-var1_11000_us_2x_2020-12-02T100349_corr.npz
13906,1,x73y14,2021,10,23,151645,grain13906_var1-x73y14_7000_us_2x_2021-10-23T151645_corr.npz
23145,6,x80y20,2021,10,19,150845,grain23145_var6-x80y20_7000_us_2x_2021-10-19T150845_corr.npz
3235,2,x31y24,2020,12,01,155134,grain3235_x31y24-var2_11000_us_2x_2020-12-01T155134_corr.npz
15821,2,x73y16,2021,10,19,155432,grain15821_var2-x73y16_7000_us_2x_2021-10-19T155432_corr.npz
15344,2,x73y16,2021,10,19,155132,grain15344_var2-x73y16_7000_us_2x_2021-10-19T155132_corr.npz
17684,3,x77y15,2021,10,23,145511,grain17684_var3-x77y15_7000_us_2x_2021-10-23T145511_corr.npz
6713,2,x35y19,2020,12,01,153126,grain6713_x35y19-var2_11000_us_2x_2020-12-01T153126_corr.npz
3339,2,x31y24,2020,12,01,155134,grain3339_x31y24-var2_11000_us_2x_2020-12-01T155134_corr.npz
22933,6,x80y20,2021,10,19,150540,grain22933_var6-x80y20_7000_us_2x_2021-10-19T150540_corr.npz
270,7,x28y21,2020,12,02,140148,grain270_x28y21-var7_8000_us_2x_2020-12-02T140148_corr.npz
6829,2,x35y19,2020,12,01,153126,grain6829_x35y19-var2_11000_us_2x_2020-12-01T153126_corr.npz
13047,7,x45y24,2020,12,02,141444,grain13047_x45y24-var7_8000_us_2x_2020-12-02T141444_corr.npz
19281,4,x80y16,2021,10,19,152527,grain19281_var4-x80y16_7000_us_2x_2021-10-19T152527_corr.npz
11571,3,x44y21,2020,12,02,104601,grain11571_x44y21-var3_11000_us_2x_2020-12-02T104601_corr.npz
23123,6,x80y20,2021,10,19,150717,grain23123_var6-x80y20_7000_us_2x_2021-10-19T150717_corr.npz
4834,1,x33y24,2020,12,02,100649,grain4834_x33y24-var1_11000_us_2x_2020-12-02T100649_corr.npz
10337,3,x43y22,2020,12,02,102758,grain10337_x43y22-var3_11000_us_2x_2020-12-02T102758_corr.npz
24575,7,x82y19,2021,10,19,154114,grain24575_var7-x82y19_7000_us_2x_2021-10-19T154114_corr.npz
16638,2,x76y12,2021,10,19,160139,grain16638_var2-x76y12_7000_us_2x_2021-10-19T160139_corr.npz
8062,6,x40y20,2020,12,02,134539,grain8062_x40y20-var6_8000_us_2x_2020-12-02T134539_corr.npz
21185,5,x78y11,2021,10,19,111048,grain21185_var5-x78y11_7000_us_2x_2021-10-19T111048_corr.npz
24700,7,x82y19,2021,10,19,154259,grain24700_var7-x82y19_7000_us_2x_2021-10-19T154259_corr.npz
25520,8,x74y17,2021,10,23,151021,grain25520_var8-x74y17_7000_us_2x_2021-10-23T151021_corr.npz
19456,4,x80y16,2021,10,19,152700,grain19456_var4-x80y16_7000_us_2x_2021-10-19T152700_corr.npz
23401,6,x80y20,2021,10,19,151013,grain23401_var6-x80y20_7000_us_2x_2021-10-19T151013_corr.npz
21853,5,x78y11,2021,10,19,111711,grain21853_var5-x78y11_7000_us_2x_2021-10-19T111711_corr.npz
19702,4,x82y12,2021,10,19,113303,grain19702_var4-x82y12_7000_us_2x_2021-10-19T113303_corr.npz
12294,4,x45y19,2020,12,02,111648,grain12294_x45y19-var4_11000_us_2x_2020-12-02T111648_corr.npz
24965,7,x82y19,2021,10,19,154428,grain24965_var7-x82y19_7000_us_2x_2021-10-19T154428_corr.npz
21662,5,x78y11,2021,10,19,111536,grain21662_var5-x78y11_7000_us_2x_2021-10-19T111536_corr.npz
384,7,x28y21,2020,12,02,140148,grain384_x28y21-var7_8000_us_2x_2020-12-02T140148_corr.npz
132,7,x28y21,2020,12,02,135904,grain132_x28y21-var7_8000_us_2x_2020-12-02T135904_corr.npz
25120,8,x74y17,2021,10,23,150719,grain25120_var8-x74y17_7000_us_2x_2021-10-23T150719_corr.npz
18250,3,x81y18,2021,10,23,150202,grain18250_var3-x81y18_7000_us_2x_2021-10-23T150202_corr.npz
3598,8,x32y23,2020,12,02,155853,grain3598_x32y23-var8_8000_us_2x_2020-12-02T155853_corr.npz
17770,3,x77y15,2021,10,23,145511,grain17770_var3-x77y15_7000_us_2x_2021-10-23T145511_corr.npz
20395,5,x72y18,2021,10,20,110359,grain20395_var5-x72y18_7000_us_2x_2021-10-20T110359_corr.npz
9661,4,x42y22,2020,12,02,112844,grain9661_x42y22-var4_11000_us_2x_2020-12-02T112844_corr.npz
9423,4,x42y22,2020,12,02,112418,grain9423_x42y22-var4_11000_us_2x_2020-12-02T112418_corr.npz
24481,7,x82y19,2021,10,19,154114,grain24481_var7-x82y19_7000_us_2x_2021-10-19T154114_corr.npz
3820,8,x32y23,2020,12,02,160129,grain3820_x32y23-var8_8000_us_2x_2020-12-02T160129_corr.npz
14210,1,x73y14,2021,10,23,151816,grain14210_var1-x73y14_7000_us_2x_2021-10-23T151816_corr.npz
19375,4,x80y16,2021,10,19,152527,grain19375_var4-x80y16_7000_us_2x_2021-10-19T152527_corr.npz
17327,3,x77y15,2021,10,23,145214,grain17327_var3-x77y15_7000_us_2x_2021-10-23T145214_corr.npz
2147,1,x30y21,2020,12,02,102357,grain2147_x30y21-var1_11000_us_2x_2020-12-02T102357_corr.npz
6041,2,x35y19,2020,12,01,152108,grain6041_x35y19-var2_11000_us_2x_2020-12-01T152108_corr.npz
11686,3,x44y21,2020,12,02,104851,grain11686_x44y21-var3_11000_us_2x_2020-12-02T104851_corr.npz
26842,8,x75y12,2021,10,20,113607,grain26842_var8-x75y12_7000_us_2x_2021-10-20T113607_corr.npz
20586,5,x72y18,2021,10,20,110522,grain20586_var5-x72y18_7000_us_2x_2021-10-20T110522_corr.npz
10681,3,x43y22,2020,12,02,103212,grain10681_x43y22-var3_11000_us_2x_2020-12-02T103212_corr.npz
5698,8,x34y21,2020,12,02,161007,grain5698_x34y21-var8_8000_us_2x_2020-12-02T161007_corr.npz
24112,7,x72y15,2021,10,23,144832,grain24112_var7-x72y15_7000_us_2x_2021-10-23T144832_corr.npz
26116,8,x75y12,2021,10,20,111433,grain26116_var8-x75y12_7000_us_2x_2021-10-20T111433_corr.npz
22476,6,x79y13,2021,10,19,153448,grain22476_var6-x79y13_7000_us_2x_2021-10-19T153448_corr.npz
17546,3,x77y15,2021,10,23,145346,grain17546_var3-x77y15_7000_us_2x_2021-10-23T145346_corr.npz
606,7,x28y21,2020,12,02,140652,grain606_x28y21-var7_8000_us_2x_2020-12-02T140652_corr.npz
23489,6,x80y20,2021,10,19,151013,grain23489_var6-x80y20_7000_us_2x_2021-10-19T151013_corr.npz
24891,7,x82y19,2021,10,19,154428,grain24891_var7-x82y19_7000_us_2x_2021-10-19T154428_corr.npz
24788,7,x82y19,2021,10,19,154259,grain24788_var7-x82y19_7000_us_2x_2021-10-19T154259_corr.npz
2507,2,x31y24,2020,12,01,153702,grain2507_x31y24-var2_11000_us_2x_2020-12-01T153702_corr.npz
747,5,x28y22,2020,12,02,124923,grain747_x28y22-var5_11000_us_2x_2020-12-02T124923_corr.npz
12515,4,x45y19,2020,12,02,111915,grain12515_x45y19-var4_11000_us_2x_2020-12-02T111915_corr.npz
16223,2,x76y12,2021,10,19,160007,grain16223_var2-x76y12_7000_us_2x_2021-10-19T160007_corr.npz
20436,5,x72y18,2021,10,20,110359,grain20436_var5-x72y18_7000_us_2x_2021-10-20T110359_corr.npz
15513,2,x73y16,2021,10,19,155132,grain15513_var2-x73y16_7000_us_2x_2021-10-19T155132_corr.npz
12995,7,x45y24,2020,12,02,141444,grain12995_x45y24-var7_8000_us_2x_2020-12-02T141444_corr.npz
26450,8,x75y12,2021,10,20,113415,grain26450_var8-x75y12_7000_us_2x_2021-10-20T113415_corr.npz
23534,7,x72y15,2021,10,23,144229,grain23534_var7-x72y15_7000_us_2x_2021-10-23T144229_corr.npz
26707,8,x75y12,2021,10,20,113607,grain26707_var8-x75y12_7000_us_2x_2021-10-20T113607_corr.npz
5920,8,x34y21,2020,12,02,161628,grain5920_x34y21-var8_8000_us_2x_2020-12-02T161628_corr.npz
22340,6,x79y13,2021,10,19,153308,grain22340_var6-x79y13_7000_us_2x_2021-10-19T153308_corr.npz
17399,3,x77y15,2021,10,23,145346,grain17399_var3-x77y15_7000_us_2x_2021-10-23T145346_corr.npz
19192,4,x80y16,2021,10,19,152328,grain19192_var4-x80y16_7000_us_2x_2021-10-19T152328_corr.npz
3765,8,x32y23,2020,12,02,160129,grain3765_x32y23-var8_8000_us_2x_2020-12-02T160129_corr.npz
8195,6,x40y20,2020,12,02,135030,grain8195_x40y20-var6_8000_us_2x_2020-12-02T135030_corr.npz
3152,2,x31y24,2020,12,01,154659,grain3152_x31y24-var2_11000_us_2x_2020-12-01T154659_corr.npz
1088,5,x28y22,2020,12,02,125210,grain1088_x28y22-var5_11000_us_2x_2020-12-02T125210_corr.npz
16344,2,x76y12,2021,10,19,160007,grain16344_var2-x76y12_7000_us_2x_2021-10-19T160007_corr.npz
6648,2,x35y19,2020,12,01,152752,grain6648_x35y19-var2_11000_us_2x_2020-12-01T152752_corr.npz
20551,5,x72y18,2021,10,20,110359,grain20551_var5-x72y18_7000_us_2x_2021-10-20T110359_corr.npz
6760,2,x35y19,2020,12,01,153126,grain6760_x35y19-var2_11000_us_2x_2020-12-01T153126_corr.npz
21785,5,x78y11,2021,10,19,111711,grain21785_var5-x78y11_7000_us_2x_2021-10-19T111711_corr.npz
15474,2,x73y16,2021,10,19,155132,grain15474_var2-x73y16_7000_us_2x_2021-10-19T155132_corr.npz
11502,3,x44y21,2020,12,02,104601,grain11502_x44y21-var3_11000_us_2x_2020-12-02T104601_corr.npz
16238,2,x76y12,2021,10,19,160007,grain16238_var2-x76y12_7000_us_2x_2021-10-19T160007_corr.npz
15508,2,x73y16,2021,10,19,155132,grain15508_var2-x73y16_7000_us_2x_2021-10-19T155132_corr.npz
10344,3,x43y22,2020,12,02,102758,grain10344_x43y22-var3_11000_us_2x_2020-12-02T102758_corr.npz
4847,1,x33y24,2020,12,02,100649,grain4847_x33y24-var1_11000_us_2x_2020-12-02T100649_corr.npz
8996,6,x41y23,2020,12,02,133038,grain8996_x41y23-var6_8000_us_2x_2020-12-02T133038_corr.npz
22996,6,x80y20,2021,10,19,150717,grain22996_var6-x80y20_7000_us_2x_2021-10-19T150717_corr.npz
4805,1,x33y24,2020,12,02,100349,grain4805_x33y24-var1_11000_us_2x_2020-12-02T100349_corr.npz
26660,8,x75y12,2021,10,20,113607,grain26660_var8-x75y12_7000_us_2x_2021-10-20T113607_corr.npz
26537,8,x75y12,2021,10,20,113415,grain26537_var8-x75y12_7000_us_2x_2021-10-20T113415_corr.npz
22227,6,x79y13,2021,10,19,153308,grain22227_var6-x79y13_7000_us_2x_2021-10-19T153308_corr.npz
9385,4,x42y22,2020,12,02,112418,grain9385_x42y22-var4_11000_us_2x_2020-12-02T112418_corr.npz
22799,6,x80y20,2021,10,19,150540,grain22799_var6-x80y20_7000_us_2x_2021-10-19T150540_corr.npz
4359,1,x33y24,2020,12,02,095946,grain4359_x33y24-var1_11000_us_2x_2020-12-02T095946_corr.npz
13995,1,x73y14,2021,10,23,151645,grain13995_var1-x73y14_7000_us_2x_2021-10-23T151645_corr.npz
17382,3,x77y15,2021,10,23,145346,grain17382_var3-x77y15_7000_us_2x_2021-10-23T145346_corr.npz
19189,4,x80y16,2021,10,19,152328,grain19189_var4-x80y16_7000_us_2x_2021-10-19T152328_corr.npz
14574,1,x75y20,2021,10,19,160916,grain14574_var1-x75y20_7000_us_2x_2021-10-19T160916_corr.npz
18337,3,x81y18,2021,10,23,150202,grain18337_var3-x81y18_7000_us_2x_2021-10-23T150202_corr.npz
25047,8,x74y17,2021,10,23,150719,grain25047_var8-x74y17_7000_us_2x_2021-10-23T150719_corr.npz
17617,3,x77y15,2021,10,23,145511,grain17617_var3-x77y15_7000_us_2x_2021-10-23T145511_corr.npz
6292,2,x35y19,2020,12,01,152347,grain6292_x35y19-var2_11000_us_2x_2020-12-01T152347_corr.npz
20199,4,x82y12,2021,10,19,113802,grain20199_var4-x82y12_7000_us_2x_2021-10-19T113802_corr.npz
129,7,x28y21,2020,12,02,135904,grain129_x28y21-var7_8000_us_2x_2020-12-02T135904_corr.npz
19212,4,x80y16,2021,10,19,152527,grain19212_var4-x80y16_7000_us_2x_2021-10-19T152527_corr.npz
15987,2,x73y16,2021,10,19,155646,grain15987_var2-x73y16_7000_us_2x_2021-10-19T155646_corr.npz
3583,8,x32y23,2020,12,02,155853,grain3583_x32y23-var8_8000_us_2x_2020-12-02T155853_corr.npz
17240,3,x77y15,2021,10,23,145214,grain17240_var3-x77y15_7000_us_2x_2021-10-23T145214_corr.npz
11887,3,x44y21,2020,12,02,105123,grain11887_x44y21-var3_11000_us_2x_2020-12-02T105123_corr.npz
23492,6,x80y20,2021,10,19,151013,grain23492_var6-x80y20_7000_us_2x_2021-10-19T151013_corr.npz
10248,3,x43y22,2020,12,02,102758,grain10248_x43y22-var3_11000_us_2x_2020-12-02T102758_corr.npz
24793,7,x82y19,2021,10,19,154259,grain24793_var7-x82y19_7000_us_2x_2021-10-19T154259_corr.npz
24075,7,x72y15,2021,10,23,144832,grain24075_var7-x72y15_7000_us_2x_2021-10-23T144832_corr.npz
22511,6,x79y13,2021,10,19,153448,grain22511_var6-x79y13_7000_us_2x_2021-10-19T153448_corr.npz
26071,8,x75y12,2021,10,20,111433,grain26071_var8-x75y12_7000_us_2x_2021-10-20T111433_corr.npz
21116,5,x78y11,2021,10,19,111048,grain21116_var5-x78y11_7000_us_2x_2021-10-19T111048_corr.npz
17421,3,x77y15,2021,10,23,145346,grain17421_var3-x77y15_7000_us_2x_2021-10-23T145346_corr.npz
4633,1,x33y24,2020,12,02,100349,grain4633_x33y24-var1_11000_us_2x_2020-12-02T100349_corr.npz
26859,8,x75y12,2021,10,20,113607,grain26859_var8-x75y12_7000_us_2x_2021-10-20T113607_corr.npz
3246,2,x31y24,2020,12,01,155134,grain3246_x31y24-var2_11000_us_2x_2020-12-01T155134_corr.npz
24109,7,x72y15,2021,10,23,144832,grain24109_var7-x72y15_7000_us_2x_2021-10-23T144832_corr.npz
5683,8,x34y21,2020,12,02,161007,grain5683_x34y21-var8_8000_us_2x_2020-12-02T161007_corr.npz
19791,4,x82y12,2021,10,19,113303,grain19791_var4-x82y12_7000_us_2x_2021-10-19T113303_corr.npz
10658,3,x43y22,2020,12,02,103212,grain10658_x43y22-var3_11000_us_2x_2020-12-02T103212_corr.npz
5476,8,x34y21,2020,12,02,142833,grain5476_x34y21-var8_8000_us_2x_2020-12-02T142833_corr.npz
2034,1,x30y21,2020,12,02,101757,grain2034_x30y21-var1_11000_us_2x_2020-12-02T101757_corr.npz
24308,7,x82y19,2021,10,19,153944,grain24308_var7-x82y19_7000_us_2x_2021-10-19T153944_corr.npz
4219,8,x32y23,2020,12,02,160721,grain4219_x32y23-var8_8000_us_2x_2020-12-02T160721_corr.npz
10071,4,x42y22,2020,12,02,113415,grain10071_x42y22-var4_11000_us_2x_2020-12-02T113415_corr.npz
14362,1,x73y14,2021,10,23,151946,grain14362_var1-x73y14_7000_us_2x_2021-10-23T151946_corr.npz
3435,2,x31y24,2020,12,01,155134,grain3435_x31y24-var2_11000_us_2x_2020-12-01T155134_corr.npz
21422,5,x78y11,2021,10,19,111314,grain21422_var5-x78y11_7000_us_2x_2021-10-19T111314_corr.npz
4556,1,x33y24,2020,12,02,100349,grain4556_x33y24-var1_11000_us_2x_2020-12-02T100349_corr.npz
24274,7,x82y19,2021,10,19,153944,grain24274_var7-x82y19_7000_us_2x_2021-10-19T153944_corr.npz
8340,6,x40y20,2020,12,02,135030,grain8340_x40y20-var6_8000_us_2x_2020-12-02T135030_corr.npz
3087,2,x31y24,2020,12,01,154659,grain3087_x31y24-var2_11000_us_2x_2020-12-01T154659_corr.npz
23264,6,x80y20,2021,10,19,150845,grain23264_var6-x80y20_7000_us_2x_2021-10-19T150845_corr.npz
8684,6,x41y23,2020,12,02,132655,grain8684_x41y23-var6_8000_us_2x_2020-12-02T132655_corr.npz
5123,1,x33y24,2020,12,02,100925,grain5123_x33y24-var1_11000_us_2x_2020-12-02T100925_corr.npz
25830,8,x74y17,2021,10,23,151207,grain25830_var8-x74y17_7000_us_2x_2021-10-23T151207_corr.npz
1805,1,x30y21,2020,12,02,101341,grain1805_x30y21-var1_11000_us_2x_2020-12-02T101341_corr.npz
18553,3,x81y18,2021,10,23,150329,grain18553_var3-x81y18_7000_us_2x_2021-10-23T150329_corr.npz
6098,2,x35y19,2020,12,01,152108,grain6098_x35y19-var2_11000_us_2x_2020-12-01T152108_corr.npz
23318,6,x80y20,2021,10,19,150845,grain23318_var6-x80y20_7000_us_2x_2021-10-19T150845_corr.npz
22195,6,x79y13,2021,10,19,153308,grain22195_var6-x79y13_7000_us_2x_2021-10-19T153308_corr.npz
2934,2,x31y24,2020,12,01,154301,grain2934_x31y24-var2_11000_us_2x_2020-12-01T154301_corr.npz
4426,1,x33y24,2020,12,02,095946,grain4426_x33y24-var1_11000_us_2x_2020-12-02T095946_corr.npz
7361,5,x39y20,2020,12,02,131556,grain7361_x39y20-var5_8000_us_2x_2020-12-02T131556_corr.npz
16519,2,x76y12,2021,10,19,160139,grain16519_var2-x76y12_7000_us_2x_2021-10-19T160139_corr.npz
1195,5,x28y22,2020,12,02,125541,grain1195_x28y22-var5_11000_us_2x_2020-12-02T125541_corr.npz
13421,7,x45y24,2020,12,02,142023,grain13421_x45y24-var7_8000_us_2x_2020-12-02T142023_corr.npz
2838,2,x31y24,2020,12,01,154301,grain2838_x31y24-var2_11000_us_2x_2020-12-01T154301_corr.npz
16092,2,x73y16,2021,10,19,155646,grain16092_var2-x73y16_7000_us_2x_2021-10-19T155646_corr.npz
7979,6,x40y20,2020,12,02,134539,grain7979_x40y20-var6_8000_us_2x_2020-12-02T134539_corr.npz
3631,8,x32y23,2020,12,02,155853,grain3631_x32y23-var8_8000_us_2x_2020-12-02T155853_corr.npz
20357,4,x82y12,2021,10,19,113802,grain20357_var4-x82y12_7000_us_2x_2021-10-19T113802_corr.npz
4063,8,x32y23,2020,12,02,160448,grain4063_x32y23-var8_8000_us_2x_2020-12-02T160448_corr.npz
